day,date,rank,temp
0,2012-01-01,0,86
0,1981-01-01,1,79
0,1980-01-01,2,75
0,1996-01-01,2,75
0,1998-01-01,2,75
0,1984-01-01,5,74
0,2001-01-01,5,74
0,2014-01-01,5,74
0,2018-01-01,5,74
0,1991-01-01,9,73
0,1999-01-01,9,73
0,2009-01-01,11,72
0,1994-01-01,12,71
0,1997-01-01,13,69
0,2003-01-01,14,68
0,2008-01-01,14,68
0,2020-01-01,16,67
0,2021-01-01,16,67
0,1985-01-01,18,66
0,1986-01-01,18,66
0,1992-01-01,20,65
0,2007-01-01,20,65
0,1995-01-01,22,64
0,2016-01-01,22,64
0,1987-01-01,24,63
0,2002-01-01,24,63
0,2006-01-01,24,63
0,1975-01-01,27,62
0,1988-01-01,27,62
0,2004-01-01,27,62
0,2022-01-01,27,62
0,1977-01-01,31,61
0,1978-01-01,31,61
0,1979-01-01,31,61
0,1983-01-01,31,61
0,1989-01-01,35,59
0,1993-01-01,35,59
0,2013-01-01,35,59
0,2011-01-01,38,56
0,1982-01-01,39,55
0,2005-01-01,39,55
0,2015-01-01,41,54
0,2017-01-01,41,54
0,1976-01-01,43,52
0,2019-01-01,43,52
0,2000-01-01,45,51
1,2012-01-02,0,86
1,2018-01-02,1,85
1,1994-01-02,2,81
1,2010-01-02,2,81
1,1981-01-02,4,80
1,2014-01-02,4,80
1,1999-01-02,6,79
1,1980-01-02,7,77
1,2001-01-02,7,77
1,1987-01-02,9,74
1,2007-01-02,9,74
1,2003-01-02,11,73
1,2008-01-02,11,73
1,1978-01-02,13,72
1,1984-01-02,13,72
1,2020-01-02,13,72
1,1997-01-02,16,69
1,2022-01-02,16,69
1,1996-01-02,18,67
1,1983-01-02,19,66
1,1991-01-02,19,66
1,1992-01-02,19,66
1,2016-01-02,19,66
1,1990-01-02,23,65
1,2013-01-02,23,65
1,2021-01-02,25,64
1,1988-01-02,26,63
1,2002-01-02,26,63
1,1989-01-02,28,62
1,1995-01-02,28,62
1,2009-01-02,30,61
1,1977-01-02,31,60
1,1985-01-02,31,60
1,1986-01-02,31,60
1,1975-01-02,34,59
1,2004-01-02,34,59
1,2006-01-02,36,58
1,2019-01-02,36,58
1,1979-01-02,38,57
1,2011-01-02,38,57
1,2015-01-02,40,56
1,1976-01-02,41,55
1,2000-01-02,42,54
1,2017-01-02,43,53
1,1982-01-02,44,52
1,2005-01-02,44,52
2,1994-01-03,0,82
2,2012-01-03,0,82
2,2003-01-03,2,80
2,2010-01-03,3,78
2,1980-01-03,4,76
2,2014-01-03,4,76
2,1981-01-03,6,75
2,2018-01-03,6,75
2,2001-01-03,8,74
2,2007-01-03,9,73
2,2020-01-03,9,73
2,1987-01-03,11,71
2,1978-01-03,12,70
2,1979-01-03,12,70
2,1996-01-03,12,70
2,1999-01-03,12,70
2,1983-01-03,16,69
2,1984-01-03,16,69
2,1976-01-03,18,68
2,2013-01-03,19,67
2,2000-01-03,20,66
2,2008-01-03,20,66
2,1975-01-03,22,65
2,1988-01-03,22,65
2,1986-01-03,24,64
2,2021-01-03,25,63
2,2022-01-03,25,63
2,2016-01-03,27,62
2,2019-01-03,27,62
2,1985-01-03,29,61
2,1997-01-03,29,61
2,2002-01-03,29,61
2,2006-01-03,29,61
2,1977-01-03,33,60
2,1989-01-03,33,60
2,2015-01-03,35,59
2,1990-01-03,36,56
2,1993-01-03,36,56
2,1998-01-03,36,56
2,2017-01-03,36,56
2,1982-01-03,40,55
2,1995-01-03,40,55
2,2004-01-03,40,55
2,2005-01-03,40,55
2,2009-01-03,44,54
2,2011-01-03,44,54
3,2012-01-04,0,86
3,1994-01-04,1,82
3,2001-01-04,2,80
3,2006-01-04,2,80
3,2003-01-04,4,79
3,1980-01-04,5,78
3,2010-01-04,6,77
3,2018-01-04,6,77
3,1999-01-04,8,76
3,1983-01-04,9,75
3,2020-01-04,10,74
3,1981-01-04,11,71
3,2014-01-04,11,71
3,1979-01-04,13,70
3,1984-01-04,13,70
3,1975-01-04,15,69
3,1986-01-04,15,69
3,1988-01-04,15,69
3,2015-01-04,15,69
3,2019-01-04,15,69
3,2000-01-04,20,68
3,2021-01-04,20,68
3,1985-01-04,22,66
3,2002-01-04,22,66
3,1976-01-04,24,65
3,2013-01-04,24,65
3,1992-01-04,26,64
3,1996-01-04,27,63
3,2022-01-04,27,63
3,1978-01-04,29,62
3,1990-01-04,29,62
3,2011-01-04,29,62
3,2007-01-04,32,61
3,2017-01-04,32,61
3,1982-01-04,34,60
3,2004-01-04,34,60
3,2009-01-04,34,60
3,2008-01-04,37,59
3,2016-01-04,37,59
3,1997-01-04,39,58
3,1998-01-04,39,58
3,1993-01-04,41,57
3,1977-01-04,42,55
3,1995-01-04,43,51
3,2005-01-04,44,48
4,2012-01-05,0,83
4,1999-01-05,1,80
4,2006-01-05,1,80
4,1981-01-05,3,79
4,2003-01-05,3,79
4,2018-01-05,5,77
4,2010-01-05,6,76
4,2014-01-05,6,76
4,2015-01-05,6,76
4,1983-01-05,9,75
4,1980-01-05,10,74
4,1984-01-05,11,73
4,1975-01-05,12,72
4,1985-01-05,12,72
4,2022-01-05,12,72
