day,date,rank,temp
0,1972-01-01,0,40
1,1972-01-02,0,35
2,1972-01-04,0,16
3,1972-01-05,0,38
4,1972-01-06,0,47
5,1972-01-07,0,48
6,1972-01-08,0,52
7,1972-01-09,0,50
8,1972-01-10,0,42
9,1972-01-11,0,39
10,1972-01-12,0,34
11,1972-01-14,0,4
12,1972-01-15,0,21
13,1972-01-16,0,54
14,1972-01-17,0,61
15,1972-01-18,0,45
16,1972-01-19,0,34
17,1972-01-20,0,33
18,1972-01-21,0,42
19,1972-01-22,0,47
20,1972-01-23,0,36
21,1972-01-24,0,14
22,1972-01-25,0,3
23,1972-01-26,0,-4
24,1972-01-28,0,30
25,1972-01-29,0,31
26,1972-01-30,0,41
27,1972-01-31,0,42
28,1972-02-01,0,20
29,1972-02-03,0,18
30,1972-02-04,0,23
31,1972-02-05,0,26
32,1972-02-06,0,14
33,1972-02-07,0,31
34,1972-02-08,0,14
35,1972-02-09,0,15
36,1972-02-10,0,22
37,1972-02-11,0,43
38,1972-02-12,0,50
39,1972-02-13,0,59
40,1972-02-14,0,43
41,1972-02-15,0,42
42,1972-02-16,0,54
43,1972-02-17,0,41
44,1972-02-18,0,44
45,1972-02-19,0,54
46,1972-02-20,0,70
47,1972-02-21,0,33
48,1972-02-22,0,43
49,1972-02-23,0,55
50,1972-02-24,0,36
51,1972-02-25,0,33
52,1972-02-26,0,52
53,1972-02-27,0,64
54,1972-02-28,0,74
55,1972-02-29,0,60
56,1972-03-02,0,40
57,1972-03-03,0,46
58,1972-03-04,0,41
59,1972-03-05,0,54
60,1972-03-06,0,79
61,1972-03-07,0,51
62,1972-03-08,0,50
63,1972-03-09,0,56
64,1972-03-10,0,57
65,1972-03-11,0,72
66,1972-03-12,0,54
67,1972-03-13,0,51
68,1972-03-14,0,60
69,1972-03-15,0,64
70,1972-03-16,0,59
71,1972-03-17,0,63
72,1972-03-18,0,69
73,1972-03-19,0,72
74,1972-03-20,0,46
75,1972-03-21,0,62
76,1972-03-22,0,58
77,1972-03-23,0,51
78,1972-03-24,0,44
79,1972-03-25,0,48
80,1972-03-26,0,45
81,1972-03-27,0,52
82,1972-03-28,0,42
83,1972-03-29,0,45
84,1972-03-30,0,41
85,1972-03-31,0,35
86,1972-04-01,0,51
87,1972-04-02,0,65
