day,date,rank,temp
0,2022-01-01,0,71
0,2019-01-01,1,70
0,1973-01-01,2,69
0,2005-01-01,2,69
0,2007-01-01,4,62
0,2012-01-01,5,61
0,1985-01-01,6,60
0,1993-01-01,7,59
0,2000-01-01,7,59
0,2003-01-01,7,59
0,1974-01-01,10,57
0,1988-01-01,10,57
0,1990-01-01,10,57
0,2008-01-01,10,57
0,1995-01-01,14,56
0,2004-01-01,14,56
0,2017-01-01,14,56
0,1975-01-01,17,53
0,1979-01-01,18,52
0,2021-01-01,18,52
0,1976-01-01,20,51
0,1982-01-01,20,51
0,2006-01-01,20,51
0,2011-01-01,20,51
0,2014-01-01,24,50
0,2020-01-01,24,50
0,1980-01-01,26,49
0,1971-01-01,27,48
0,2013-01-01,27,48
0,1991-01-01,29,47
0,2016-01-01,29,47
0,1987-01-01,31,46
0,1972-01-01,32,45
0,1983-01-01,32,45
0,1989-01-01,32,45
0,1992-01-01,32,45
0,1986-01-01,36,44
0,1994-01-01,36,44
0,1996-01-01,36,44
0,2015-01-01,36,44
0,1967-01-01,40,43
0,1997-01-01,40,43
0,1969-01-01,42,42
0,2010-01-01,42,42
0,1984-01-01,44,41
0,1978-01-01,45,40
0,1981-01-01,46,38
0,1968-01-01,47,36
0,1999-01-01,47,36
0,2001-01-01,47,36
0,1998-01-01,50,35
0,2002-01-01,50,35
0,2009-01-01,50,35
0,1970-01-01,53,34
0,1977-01-01,54,28
0,2018-01-01,55,25
1,1985-01-02,0,72
1,2022-01-02,1,71
1,2000-01-02,2,60
1,1972-01-02,3,58
1,1979-01-02,4,57
1,2012-01-02,4,57
1,1992-01-02,6,56
1,1998-01-02,6,56
1,2020-01-02,8,55
1,2021-01-02,9,54
1,2006-01-02,10,53
1,2011-01-02,10,53
1,1986-01-02,12,52
1,1995-01-02,12,52
1,1997-01-02,12,52
1,2005-01-02,12,52
1,2007-01-02,12,52
1,1973-01-02,17,51
1,2004-01-02,17,51
1,2017-01-02,17,51
1,1994-01-02,20,50
1,1999-01-02,20,50
1,2003-01-02,20,50
1,2019-01-02,23,49
1,2015-01-02,24,48
1,2016-01-02,24,48
1,1967-01-02,26,47
1,1989-01-02,26,47
1,2014-01-02,26,47
1,1980-01-02,29,46
1,1990-01-02,29,46
1,1991-01-02,29,46
1,1996-01-02,29,46
1,1975-01-02,33,44
1,1983-01-02,33,44
1,1987-01-02,33,44
1,1971-01-02,36,43
1,1982-01-02,36,43
1,2013-01-02,36,43
1,1988-01-02,39,42
1,1970-01-02,40,41
1,1976-01-02,40,41
1,1981-01-02,40,41
1,1993-01-02,40,41
1,1974-01-02,44,40
1,1978-01-02,44,40
1,2009-01-02,44,40
1,1984-01-02,47,39
1,2008-01-02,48,38
1,2001-01-02,49,36
1,2002-01-02,50,35
1,1969-01-02,51,33
1,1977-01-02,51,33
1,2010-01-02,53,32
1,1968-01-02,54,31
1,2018-01-02,55,27
2,2004-01-03,0,70
2,1997-01-03,1,68
2,2005-01-03,2,66
2,2000-01-03,3,65
2,1998-01-03,4,61
2,1999-01-03,5,60
2,2020-01-03,6,57
2,1992-01-03,7,56
2,1976-01-03,8,55
2,1986-01-03,8,55
2,1991-01-03,10,54
2,2007-01-03,10,54
2,2017-01-03,10,54
2,2022-01-03,10,54
2,2003-01-03,14,53
2,2015-01-03,14,53
2,2016-01-03,16,52
2,2006-01-03,17,51
2,2019-01-03,17,51
2,2021-01-03,17,51
2,1972-01-03,20,48
2,1982-01-03,20,48
2,1993-01-03,20,48
2,2009-01-03,23,47
2,1973-01-03,24,46
2,1975-01-03,24,46
2,1990-01-03,24,46
2,1996-01-03,24,46
2,1967-01-03,28,45
2,1980-01-03,28,45
2,1987-01-03,28,45
2,1989-01-03,28,45
2,1970-01-03,32,44
2,1983-01-03,32,44
2,1994-01-03,32,44
2,1971-01-03,35,42
2,1985-01-03,35,42
2,2001-01-03,37,41
2,1974-01-03,38,40
2,1968-01-03,39,39
2,1981-01-03,39,39
2,1984-01-03,39,39
2,1969-01-03,42,38
2,2011-01-03,42,38
2,2013-01-03,42,38
2,2014-01-03,42,38
2,1988-01-03,46,37
2,1995-01-03,47,36
2,2012-01-03,47,36
2,2018-01-03,49,35
2,1979-01-03,50,34
2,1978-01-03,51,33
2,1977-01-03,52,32
2,2002-01-03,53,31
2,2008-01-03,54,30
2,2010-01-03,54,30
3,2004-01-04,0,72
3,2005-01-04,1,70
3,2015-01-04,1,70
3,1997-01-04,3,65
3,1998-01-04,3,65
3,2007-01-04,3,65
3,1993-01-04,6,64
3,2000-01-04,7,61
3,1990-01-04,8,58
3,2019-01-04,8,58
3,2020-01-04,8,58
3,2017-01-04,11,57
3,1972-01-04,12,56
3,1982-01-04,13,55
3,1992-01-04,14,54
3,1973-01-04,15,53
