day,date,rank,temp
0,2005-01-01,0,64
0,1905-01-01,1,63
0,1966-01-01,1,63
0,1973-01-01,3,62
0,2019-01-01,4,61
0,1919-01-01,5,58
0,1934-01-01,5,58
0,2022-01-01,7,56
0,1916-01-01,8,55
0,1924-01-01,8,55
0,1954-01-01,10,54
0,1907-01-01,11,53
0,1913-01-01,11,53
0,2012-01-01,11,53
0,1928-01-01,14,51
0,2000-01-01,14,51
0,2017-01-01,14,51
0,1904-01-01,17,50
0,1930-01-01,17,50
0,1952-01-01,17,50
0,1955-01-01,17,50
0,2007-01-01,21,49
0,2011-01-01,21,49
0,1908-01-01,23,48
0,2004-01-01,23,48
0,1901-01-01,25,47
0,1950-01-01,25,47
0,1926-01-01,27,46
0,1938-01-01,27,46
0,1939-01-01,27,46
0,1941-01-01,27,46
0,2003-01-01,27,46
0,2020-01-01,27,46
0,1923-01-01,33,45
0,2008-01-01,33,45
0,1903-01-01,35,44
0,2006-01-01,35,44
0,2014-01-01,35,44
0,1921-01-01,38,43
0,1929-01-01,38,43
0,1932-01-01,38,43
0,1948-01-01,38,43
0,1953-01-01,38,43
0,1958-01-01,38,43
0,2015-01-01,38,43
0,1922-01-01,45,42
0,1920-01-01,46,41
0,1960-01-01,46,41
0,2010-01-01,46,41
0,1899-01-01,49,40
0,1902-01-01,49,40
0,1906-01-01,49,40
0,1917-01-01,49,40
0,1937-01-01,49,40
0,1942-01-01,49,40
0,1945-01-01,49,40
0,1957-01-01,49,40
0,1961-01-01,49,40
0,2013-01-01,49,40
0,2016-01-01,49,40
0,1967-01-01,60,39
0,1969-01-01,60,39
0,1914-01-01,62,38
0,1935-01-01,62,38
0,1944-01-01,62,38
0,1949-01-01,62,38
0,1965-01-01,62,38
0,1936-01-01,67,37
0,1943-01-01,67,37
0,1956-01-01,67,37
0,1971-01-01,67,37
0,1909-01-01,71,35
0,1910-01-01,71,35
0,1927-01-01,71,35
0,1951-01-01,71,35
0,1962-01-01,71,35
0,1970-01-01,71,35
0,1912-01-01,77,34
0,1915-01-01,77,34
0,1946-01-01,77,34
0,2021-01-01,77,34
0,1911-01-01,81,33
0,1959-01-01,81,33
0,1964-01-01,81,33
0,1931-01-01,84,32
0,1968-01-01,84,32
0,2002-01-01,86,31
0,2009-01-01,86,31
0,1900-01-01,88,30
0,1933-01-01,88,30
0,1925-01-01,90,29
0,1947-01-01,90,29
0,1963-01-01,92,28
0,1999-01-01,93,26
0,1940-01-01,94,23
0,2018-01-01,95,21
0,1918-01-01,96,10
1,2000-01-02,0,65
1,1916-01-02,1,64
1,1930-01-02,2,60
1,2022-01-02,2,60
1,1919-01-02,4,58
1,1921-01-02,5,57
1,1955-01-02,5,57
1,1939-01-02,7,56
1,1899-01-02,8,55
1,1905-01-02,8,55
1,1950-01-02,10,54
1,1934-01-02,11,53
1,1954-01-02,12,52
1,1973-01-02,12,52
1,2020-01-02,12,52
1,2021-01-02,12,52
1,1913-01-02,16,51
1,1917-01-02,16,51
1,1910-01-02,18,49
1,1926-01-02,18,49
1,1942-01-02,18,49
1,1966-01-02,18,49
1,1908-01-02,22,48
1,1911-01-02,22,48
1,1952-01-02,22,48
1,2011-01-02,22,48
1,1933-01-02,26,47
1,2004-01-02,26,47
1,2007-01-02,26,47
1,2009-01-02,26,47
1,1907-01-02,30,46
1,1923-01-02,30,46
1,1938-01-02,30,46
1,1943-01-02,30,46
1,1964-01-02,30,46
1,1932-01-02,35,45
1,2019-01-02,35,45
1,2005-01-02,37,44
1,2015-01-02,37,44
1,2016-01-02,37,44
1,1906-01-02,40,43
1,1904-01-02,41,42
1,1929-01-02,41,42
1,1935-01-02,41,42
1,1941-01-02,41,42
1,1948-01-02,41,42
1,1967-01-02,41,42
1,2012-01-02,41,42
1,2017-01-02,41,42
1,1931-01-02,49,41
1,2006-01-02,49,41
1,1949-01-02,51,40
1,1959-01-02,51,40
1,1937-01-02,53,39
1,1902-01-02,54,38
1,1909-01-02,54,38
1,1951-01-02,54,38
1,1953-01-02,54,38
1,1960-01-02,54,38
1,1961-01-02,54,38
1,1965-01-02,54,38
1,1912-01-02,61,37
1,1915-01-02,61,37
1,1970-01-02,61,37
1,2003-01-02,61,37
1,1956-01-02,65,36
1,1903-01-02,66,35
1,1944-01-02,66,35
1,1963-01-02,66,35
1,1920-01-02,69,34
1,1927-01-02,69,34
1,1945-01-02,69,34
1,1947-01-02,69,34
1,1962-01-02,69,34
1,2002-01-02,69,34
1,1914-01-02,75,33
1,1925-01-02,75,33
1,2014-01-02,75,33
1,1924-01-02,78,32
1,1936-01-02,78,32
1,1971-01-02,78,32
1,2013-01-02,78,32
1,2008-01-02,82,31
1,1946-01-02,83,30
1,1958-01-02,84,29
1,1969-01-02,84,29
1,1957-01-02,86,28
1,1900-01-02,87,27
1,2010-01-02,88,26
1,1922-01-02,89,25
1,1940-01-02,90,23
1,2018-01-02,90,23
1,1928-01-02,92,20
1,1968-01-02,92,20
1,1999-01-02,94,19
1,1918-01-02,95,15
2,2004-01-03,0,67
2,1899-01-03,1,65
2,2000-01-03,2,63
2,1930-01-03,3,58
2,2005-01-03,3,58
2,1950-01-03,5,56
2,1916-01-03,6,55
2,1951-01-03,7,53
2,1964-01-03,7,53
2,2007-01-03,7,53
2,1926-01-03,10,52
2,1935-01-03,10,52
2,1937-01-03,12,51
2,1939-01-03,12,51
2,2020-01-03,12,51
2,1905-01-03,15,50
2,1910-01-03,15,50
2,1955-01-03,15,50
2,1956-01-03,15,50
2,1909-01-03,19,49
2,1960-01-03,19,49
2,1903-01-03,21,48
2,1921-01-03,21,48
2,2016-01-03,21,48
2,1913-01-03,24,47
2,1931-01-03,24,47
2,1954-01-03,24,47
2,1966-01-03,24,47
2,1902-01-03,28,46
2,1911-01-03,28,46
2,1933-01-03,30,45
2,1949-01-03,30,45
2,1959-01-03,30,45
2,2019-01-03,30,45
2,1907-01-03,34,44
2,1917-01-03,34,44
2,1967-01-03,34,44
2,1947-01-03,37,43
2,1924-01-03,38,42
2,1965-01-03,38,42
2,2017-01-03,38,42
2,1932-01-03,41,41
2,1952-01-03,41,41
2,1953-01-03,41,41
2,1906-01-03,44,40
2,1941-01-03,44,40
2,1971-01-03,44,40
2,2006-01-03,44,40
2,2009-01-03,44,40
2,1936-01-03,49,39
2,1938-01-03,49,39
2,1942-01-03,49,39
2,1943-01-03,49,39
2,1999-01-03,49,39
2,2021-01-03,49,39
2,1914-01-03,55,38
2,1923-01-03,55,38
2,1945-01-03,55,38
2,1962-01-03,55,38
2,1973-01-03,55,38
2,2022-01-03,55,38
2,1908-01-03,61,37
2,1944-01-03,61,37
2,1946-01-03,61,37
2,1948-01-03,61,37
2,2003-01-03,61,37
2,2013-01-03,61,37
2,2015-01-03,61,37
2,1963-01-03,68,36
2,1969-01-03,68,36
2,2002-01-03,68,36
2,1912-01-03,71,35
